Name,Reviews,Rating,Address,Cuisine,State
Gibson's Smokehouse,37,5.0,"Phoenix, AZ 85029","Barbeque, Food Trucks",Arizona
North Mountain Brewing Company,631,4.0,522 E Dunlap Ave,"Breweries, American (Traditional)",Arizona
Cornish Pasty,92,4.0,18725 N 32nd St,"Pubs, Gastropubs, British",Arizona
Banh Mi Bistro Vietnamese Eatery,667,4.5,2340 W Bell Rd,"Vietnamese, Noodles, Sandwiches",Arizona
Tasty Pot,101,4.5,6645 W Bell Rd,Hot Pot,Arizona
Different Pointe of View,863,4.0,11111 N 7th St,"American (New), Lounges",Arizona
Angie’s Lobster,183,4.0,4332 W Thunderbird Rd,"Fish & Chips, Seafood, Food Trucks",Arizona
Los Reyes De La Torta,919,4.5,9230 N 7th St,Mexican,Arizona
Seoul BBQ & Sushi,633,4.0,11025 N Black Canyon Hwy,"Korean, Sushi Bars, Barbeque",Arizona
Joe's Tacos,5,5.0,245 E Bell Rd St,Tacos,Arizona
Lychee Kitchen,323,4.5,23450 N 19th Ave,"Sushi Bars, Noodles",Arizona
The Stillery,185,3.5,2501 W Happy Valley Rd,"Music Venues, Bars, American (New)",Arizona
Habanero Fresh Mexican Grill,166,4.5,701 W Deer Valley Rd,Mexican,Arizona
Cuban Foods Bakery & Restaurant,402,4.5,10649 N 43rd Ave,"Bakeries, Cuban",Arizona
Soup & Sausage Bistro,327,5.0,13240 N 7th St,"Ukrainian, Polish, Modern European",Arizona
First Watch,780,4.5,9645 N Black Canyon Hwy,"Breakfast & Brunch, Cafes, American (Traditional)",Arizona
Sid's Garage,282,4.5,21001 N Tatum Blvd,"Bars, Burgers, Ice Cream & Frozen Yogurt",Arizona
King Donuts AZ,6,4.0,17238 N 19th Ave,"Donuts, Bubble Tea, Sandwiches",Arizona
Captain Jo's AZ,6,5.0,1609 E Bell Rd,"Seafood, Seafood Markets",Arizona
Da Valley Grill,248,4.0,2040 W Deer Valley Rd,"Hawaiian, Asian Fusion",Arizona
Santisi Brothers,680,4.0,2710 W Bell Rd,"Pizza, Sports Bars, Karaoke",Arizona
The Root Cafe,903,4.5,1500 S Main St,"Cafes, Burgers, Breakfast & Brunch",Arkansas
Red Bowl,24,4.0,9700 N Rodney Parham Rd,"Dim Sum, Pan Asian",Arkansas
Big Orange,642,4.5,207 N University Ave,Burgers,Arkansas
Capital Bar and Grill,196,4.0,111 W Markham St,"American (Traditional), Cocktail Bars",Arkansas
Brood & Barley,137,4.5,411 Main St,"Salad, Gastropubs, Sandwiches",Arkansas
Samantha's Tap Room & Wood Grill,444,4.0,322 Main St,"American (Traditional), Beer Bar, Wine Bars",Arkansas
Camp Taco,117,4.0,822 E 6th St,"Beer Bar, Tacos, Breweries",Arkansas
Petit & Keet,205,4.5,1620 Market St,"American (New), Beer, Wine & Spirits",Arkansas
Three Fold Noodles and Dumpling,834,4.5,611 South Main St,"Chinese, Noodles",Arkansas
Tamalcalli,3,4.5,308 Main St,Mexican,Arkansas
Maddie's Place,230,4.5,1615 Rebsamen Park Rd,"Cajun/Creole, Southern, Seafood",Arkansas
The Rail Yard,96,4.0,1212 E 6th St,"Bars, Barbeque",Arkansas
Allsopp & Chapple Restaurant + Bar,155,4.5,311 Main St,"American (New), Cocktail Bars",Arkansas
Flying Fish,728,4.0,511 President Clinton Ave,"Seafood, Southern, Burgers",Arkansas
Table 28,215,4.5,1501 Merrill Dr,"American (New), Desserts",Arkansas
Flying Saucer,394,4.0,323 President Clinton Ave,"Beer Bar, American (Traditional)",Arkansas
Buenos Aires Grill and Cafe,239,4.5,614 President Clinton Ave,"Argentine, Spanish, Italian",Arkansas
Gus's World Famous Fried Chicken - Little Rock,512,4.0,300 President Clinton Ave,"Southern, Chicken Shop, Comfort Food",Arkansas
The Pantry Restaurant,451,4.5,11401 N Rodney Parham Rd,"Bars, German, Sandwiches",Arkansas
Sauced Bar and Oven,161,4.0,11121 N Rodney Parham Rd,"Pizza, Burgers, Tapas Bars",Arkansas
At The Corner,525,4.5,201 E Markham St,"Salad, Breakfast & Brunch, Sandwiches",Arkansas
Blackberry Market,35,4.5,315A Main St,"Bakeries, Breakfast & Brunch, Cupcakes",Arkansas
Dizzy's Gypsy Bistro,365,4.0,200 River Market Ave,"American (New), Cocktail Bars",Arkansas
Bobbie D's,21,5.0,3201 W 65th,Southern,Arkansas
The House Of Mental,12,5.0,801 Chester St,"Soul Food, Southern, Comfort Food",Arkansas
Skinny J's,211,4.0,314 Main St,"Steakhouses, Burgers, Breakfast & Brunch",Arkansas
Ye Paul's Soul Bodega & Grill,39,5.0,4424 Frazier Pike,"Burgers, American (Traditional), Chicken Wings",Arkansas
Bruno's Little Italy,241,4.0,310 Main St,"Italian, Cocktail Bars, Seafood",Arkansas
Big Bad Breakfast - Little Rock,147,4.0,101 S Bowman Rd,"Breakfast & Brunch, Southern",Arkansas
Cypress Social,135,4.5,7103 Cock Of The Walk Ln,"Seafood, Steakhouses, Bars",Arkansas
Kontiki African Restaurant,28,4.5,3901 S University,African,Arkansas
Heights Taco & Tamale,363,4.0,5805 Kavanaugh Blvd,"Tex-Mex, Mexican, Cocktail Bars",Arkansas
Mr. Chen's Authentic Chinese Cooking,210,4.0,3901 S University Ave,"Chinese, Taiwanese",Arkansas
Flora Jean's,16,4.5,433 E 3rd St,Tacos,Arkansas
Cafe Bossa Nova,179,4.5,2701 Kavanaugh Blvd,"Brazilian, Cafes, Salad",Arkansas
Lazy Pete's,103,4.5,200 N Bowman Rd,"Cajun/Creole, Southern, Seafood",Arkansas
Flyway Brewing,170,4.0,314 Maple St,"Breweries, Beer Tours, American (Traditional)",Arkansas
One Eleven At The Capital,85,4.5,111 W Markham St,"American (New), Breakfast & Brunch, Steakhouses",Arkansas
Fidel & Co,79,4.5,500 Shall Ave,"Coffee Roasteries, Coffee & Tea, Breakfast & Brunch",Arkansas
Doe's Eat Place,214,4.0,1023 W Markham,"Steakhouses, Burgers, Sandwiches",Arkansas
Mockingbird Bar & Tacos,108,4.0,1220 S Main St,"Bars, Latin American, Tacos",Arkansas
Faded Rose Restaurant,193,4.0,1619 Rebsamen Park Rd,"Cajun/Creole, Seafood",Arkansas
Layla's Market,266,4.5,9501 N Rodney Parham Rd,"Greek, Pizza, Sandwiches",Arkansas
Taqueria El Palenque,190,4.5,9501 N Rodney Parham Rd,Mexican,Arkansas
Copper Grill,127,3.5,300 E 3rd St,"American (New), Wine Bars",Arkansas
Hill Station,37,3.5,2712 Kavanaugh Blvd,"Bars, American (Traditional), Burgers",Arkansas
Ciao Baci,111,4.5,605 Beechwood St,"Tapas Bars, American (New), Wine Bars",Arkansas
Black Bear Diner - North Little Rock,322,4.0,2724 Lakewood Village Pl,"American (Traditional), Diners, Breakfast & Brunch",Arkansas
Sam's Southern Eatery,42,4.0,6205 Baseline Rd,"American (Traditional), Seafood",Arkansas
Malibu Cafe,57,4.5,402 S Louisiana St,"Cafes, Breakfast & Brunch",Arkansas
Lakeshore Resort Saloon,18,4.0,61953 Huntington Lake Rd,"Sports Bars, Dive Bars, American (Traditional)",California
The Trading Post,153,4.0,41760 Tollhouse Road,American (New),California
Shaver Lake Pub N Grub,192,4.0,41782 Dorabella Rd,"Pubs, American (Traditional), Soup",California
Idle Hour Winery & Kitchen,105,4.5,41139 Hwy 41,"Wineries, American (New)",California
Mountain Tripper Cafe & Tea House,40,4.5,41781 Tollhouse Rd,"Coffee & Tea, Breakfast & Brunch, American (New)",California
Miller's Landing Resort,251,4.5,37976 Rd 222,"Boating, Vacation Rentals, American (Traditional)",California
South Gate Brewing Company,1496,4.0,40233 Enterprise Dr,"American (Traditional), Brewpubs, Tapas/Small Plates",California
Tollhouse Market & Grill,76,4.5,28524 Tollhouse Rd,"Burgers, Convenience Stores, Italian",California
Baker Mountain House,16,5.0,48711 CA-245,"Burgers, Beer, Wine & Spirits, Steakhouses",California
The Grizzlies Den,25,5.0,3125 Triangle Rd,American (Traditional),California
Shorthorn Bar and Grill,45,4.5,41790 Dorabella Rd,"Bars, Pool Halls, American (Traditional)",California
The Point,9,4.0,44185 CA Hwy 168,"American (Traditional), Coffee & Tea, Wine Bars",California
Shaver Lake Pizza,357,4.0,41820 Tollhouse Rd,"Pizza, Chicken Wings",California
June Bug Cafe,125,4.5,6979A Hwy 140,"American (New), Breakfast & Brunch, Seafood",California
Bear Mountain Pizza,151,4.0,31074 E Kings Canyon Rd,Pizza,California
Wild Fig Kitchen,383,4.5,35300 Hwy 41,"Breakfast & Brunch, Burgers, Sandwiches",California
1850 Restaurant,696,4.0,5114 Hwy 140,"American (Traditional), Burgers, Breweries",California
Lucky Buck Cafe,124,4.5,7647 State Highway 120,"Cafes, Breakfast & Brunch, Burgers",California
Shaver Coffee & Deli,107,4.0,41758 Tollhouse Rd,"Delis, Breakfast & Brunch, Sandwiches",California
Buckhorn Saloon,40,4.0,32992 Rd 222,"American (Traditional), Pubs",California
The Oasis,30,4.5,2675 HIghway 140,"American (Traditional), Mexican",California
Pinehurst Lodge,61,4.5,53783 N Hwy 245,"American (New), Pubs",California
Nativo's,32,4.5,711 Lucky Ln,Italian,California
Smokehouse 41,723,4.5,40713 Hwy 41,"Barbeque, Smokehouse, Sandwiches",California
Epic Cafe,358,5.0,2758 Boulder Dr,"Sandwiches, Bakeries",California
Cardinal Café,21,4.5,321 Cardinal Rd,"Cafes, Pizza",California
Hungry Hut,357,3.5,42008 Tollhouse Rd,"Burgers, Sandwiches",California
Casa Velasco Mexican Restaurant,246,4.5,54311 Rd 432,Mexican,California
Balanced Rock Grill & Cantina,74,5.0,2588 Hwy 158,"Mexican, Salad, Sandwiches",California
Don Fernando's,97,4.5,29533 Auberry Rd,Mexican,California
Fish Camp General Store,79,4.0,1191 Hwy 41,"Delis, Sandwiches, Grocery",California
The Sawmill,18,4.0,41203 Tollhous Rd,"Cocktail Bars, Burgers, Sandwiches",California
High Country Cafe,163,4.5,5186 Hwy 49 N,Cafes,California
Tea by the Sea,1,5.0,268 Islandview Road,"Desserts, Cafes, Tea Rooms",California
Genas Sierra Inn and Restaurant,82,4.0,37692 E Kings Canyon Rd,"American (Traditional), Hotels, Beer Bar",California
The Cabin,10,4.5,32754 Rd 222,"Burgers, Beer, Wine & Spirits",California
Ducey's on the Lake,582,4.0,39255 Marina Dr,"Seafood, Steakhouses, American (Traditional)",California
North Fork BBQ,51,4.5,40282 Hwy 41,Barbeque,California
Tangled Hearts Bakery,105,4.5,24000 Casa Loma Rd,"Breakfast & Brunch, Bakeries, Coffee & Tea",California
Hideout Saloon,127,4.5,5031 State Hwy 140,"Cocktail Bars, American (New), Gastropubs",California
The Warming Hut,674,4.5,343 Old Mammoth Rd,"American (New), Breakfast & Brunch, Comfort Food",California
Brick House Bar & Grill,24,4.5,1315 7th St,"Bars, Breakfast & Brunch, American (Traditional)",California
Silver Lake Resort Cafe,140,4.5,6957 Hwy 158,"Cafes, American (Traditional), Breakfast & Brunch",California
Little Shop of Ramen,134,4.0,5021 Hwy 140,Ramen,California
T-Bar Social Club,50,4.5,2588 CA-158,"Bars, Pizza, Venues & Event Spaces",California
The Elderberry House,283,4.5,48688 Victoria Ln,"French, Cocktail Bars, American (New)",California
Ohanas395,269,4.5,117 S Crawford Ave,"Food Trucks, Hawaiian, Seafood",California
The Lift,121,4.5,2587 Hwy 158,"Bars, Coffee & Tea, Sandwiches",California
Steve's Sportsmans Cafe,69,4.5,3441 Woodland Dr,Cafes,California
Glow Café ,83,4.5,39993 Hwy 41,"Juice Bars & Smoothies, Acai Bowls, Cafes",California
