id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
jHkjOjD3u4VhzgqO9Gv32g,the-little-grill-harrisonburg-2,The Little Grill,https://s3-media1.fl.yelpcdn.com/bphoto/g9a9edEyCDgkMqbqQ8KGcQ/o.jpg,False,https://www.yelp.com/biz/the-little-grill-harrisonburg-2?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,413,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 38.45638, 'longitude': -78.86425}","['pickup', 'delivery']",$$,"{'address1': '621 N Main St', 'address2': '', 'address3': '', 'city': 'Harrisonburg', 'zip_code': '22802', 'country': 'US', 'state': 'VA', 'display_address': ['621 N Main St', 'Harrisonburg, VA 22802']}",+15404343594,(540) 434-3594,70061.82233195857
jvRufWlvJukzjk4Jw67iAQ,clementine-harrisonburg,Clementine,https://s3-media1.fl.yelpcdn.com/bphoto/-yKLjxX59h4GPjnYoWoI9Q/o.jpg,False,https://www.yelp.com/biz/clementine-harrisonburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,409,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 38.4477847102445, 'longitude': -78.8691886717183}","['pickup', 'delivery']",$$,"{'address1': '153 S Main St', 'address2': '', 'address3': '', 'city': 'Harrisonburg', 'zip_code': '22801', 'country': 'US', 'state': 'VA', 'display_address': ['153 S Main St', 'Harrisonburg, VA 22801']}",+15408018881,(540) 801-8881,69094.93245546136
11VXfpESQPjZWws41y8bPA,waterstone-pizza-lynchburg,Waterstone Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/YgSK75olh7QVvaOhitqWWw/o.jpg,False,https://www.yelp.com/biz/waterstone-pizza-lynchburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,396,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 37.4117801, 'longitude': -79.137062}","['delivery', 'restaurant_reservation', 'pickup']",$$,"{'address1': '1309 Jefferson St', 'address2': None, 'address3': None, 'city': 'Lynchburg', 'zip_code': '24504', 'country': 'US', 'state': 'VA', 'display_address': ['1309 Jefferson St', 'Lynchburg, VA 24504']}",+14344551515,(434) 455-1515,70179.43254911152
15k5VhO1Oaz6LbwjkO5jxg,edelweiss-german-restaurant-staunton,Edelweiss German Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/9XNqOkIClUU4fifuVlk6NQ/o.jpg,False,https://www.yelp.com/biz/edelweiss-german-restaurant-staunton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,395,"[{'alias': 'german', 'title': 'German'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'latitude': 38.02135, 'longitude': -79.13795}","['pickup', 'delivery']",$$,"{'address1': '19 Edelweiss Ln', 'address2': '', 'address3': '', 'city': 'Staunton', 'zip_code': '24401', 'country': 'US', 'state': 'VA', 'display_address': ['19 Edelweiss Ln', 'Staunton, VA 24401']}",+15403371203,(540) 337-1203,24794.644580845405
oZEeDAqa11gc-2GNxI_Pjw,pink-cadillac-diner-natural-bridge-4,Pink Cadillac Diner,https://s3-media2.fl.yelpcdn.com/bphoto/uhPmN1oaIlYMXK0AqOQR8w/o.jpg,False,https://www.yelp.com/biz/pink-cadillac-diner-natural-bridge-4?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,391,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 37.6765682260254, 'longitude': -79.5012720936432}",[],$$,"{'address1': '4347 S. Lee Highway', 'address2': '', 'address3': '', 'city': 'Natural Bridge', 'zip_code': '24578', 'country': 'US', 'state': 'VA', 'display_address': ['4347 S. Lee Highway', 'Natural Bridge, VA 24578']}",+15402912378,(540) 291-2378,36874.631259913585
-9T5-t2qTRYS0u5YtGzB0g,southern-kitchen-new-market,Southern Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/6fce5JoD1HmawpkX1fBlZw/o.jpg,False,https://www.yelp.com/biz/southern-kitchen-new-market?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,368,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",4.0,"{'latitude': 38.6430702, 'longitude': -78.6746063}",[],$$,"{'address1': '9576 S Congress St', 'address2': '', 'address3': '', 'city': 'New Market', 'zip_code': '22844', 'country': 'US', 'state': 'VA', 'display_address': ['9576 S Congress St', 'New Market, VA 22844']}",+15407403514,(540) 740-3514,96499.91249673064
Z9djBo-FcFChFjE7sfXaIw,pippin-hill-farm-and-vineyards-north-garden,Pippin Hill Farm & Vineyards,https://s3-media2.fl.yelpcdn.com/bphoto/lc2NOqm4sM3ey0uha8BCcA/o.jpg,False,https://www.yelp.com/biz/pippin-hill-farm-and-vineyards-north-garden?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,363,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'wineries', 'title': 'Wineries'}]",4.0,"{'latitude': 37.9577015, 'longitude': -78.661157}","['pickup', 'delivery']",$$,"{'address1': '5022 Plank Rd', 'address2': '', 'address3': '', 'city': 'North Garden', 'zip_code': '22959', 'country': 'US', 'state': 'VA', 'display_address': ['5022 Plank Rd', 'North Garden, VA 22959']}",+14342028063,(434) 202-8063,66808.73081259207
F_w3LOMBjp70sv9SqSI6cQ,angelles-diner-troutville,Angelle's Diner,https://s3-media1.fl.yelpcdn.com/bphoto/8pUC1kdArcApomcLeweXYw/o.jpg,False,https://www.yelp.com/biz/angelles-diner-troutville?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,350,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 37.38409, 'longitude': -79.90369}",['delivery'],$$,"{'address1': '2609 Lee Hwy', 'address2': None, 'address3': '', 'city': 'Troutville', 'zip_code': '24175', 'country': 'US', 'state': 'VA', 'display_address': ['2609 Lee Hwy', 'Troutville, VA 24175']}",+15405917208,(540) 591-7208,80817.33481119396
wrwoWApajjfyHsMc1oFoIg,zynodoa-staunton,Zynodoa,https://s3-media1.fl.yelpcdn.com/bphoto/hbD_fb1e3VLkhhzaiH_lrg/o.jpg,False,https://www.yelp.com/biz/zynodoa-staunton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,349,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 38.14992, 'longitude': -79.07099}",['delivery'],$$$,"{'address1': '115 E Beverley St', 'address2': '', 'address3': '', 'city': 'Staunton', 'zip_code': '24401', 'country': 'US', 'state': 'VA', 'display_address': ['115 E Beverley St', 'Staunton, VA 24401']}",+15408857775,(540) 885-7775,34706.63822279626
yVnLAh15gLQtRFoFK2-32g,billy-jacks-wing-and-draft-shack-harrisonburg,Billy Jack's Wing & Draft Shack,https://s3-media2.fl.yelpcdn.com/bphoto/U7DAlt5dAU2yuXN2TGR5sQ/o.jpg,False,https://www.yelp.com/biz/billy-jacks-wing-and-draft-shack-harrisonburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,347,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 38.448421, 'longitude': -78.868627}","['delivery', 'pickup']",$$,"{'address1': '92 S Main St', 'address2': '', 'address3': '', 'city': 'Harrisonburg', 'zip_code': '22801', 'country': 'US', 'state': 'VA', 'display_address': ['92 S Main St', 'Harrisonburg, VA 22801']}",+15404331793,(540) 433-1793,69179.7263978535
nMYX2osQDuiP4H-6n9a2Xg,veritas-vineyard-and-winery-afton,Veritas Vineyard & Winery,https://s3-media4.fl.yelpcdn.com/bphoto/A3qsBU_NAMbBpHTLzkn38g/o.jpg,False,https://www.yelp.com/biz/veritas-vineyard-and-winery-afton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,332,"[{'alias': 'wineries', 'title': 'Wineries'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 38.0153251, 'longitude': -78.8363227}",[],$$,"{'address1': '151 Veritas Ln', 'address2': '', 'address3': '', 'city': 'Afton', 'zip_code': '22920', 'country': 'US', 'state': 'VA', 'display_address': ['151 Veritas Ln', 'Afton, VA 22920']}",+15404568000,(540) 456-8000,51173.449955211174
rG9w5IV4ivho4ivslzWE7Q,the-red-hen-lexington-3,The Red Hen,https://s3-media3.fl.yelpcdn.com/bphoto/RC9CMy03T2cSHMbVGOn0GQ/o.jpg,False,https://www.yelp.com/biz/the-red-hen-lexington-3?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,325,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,"{'latitude': 37.7845, 'longitude': -79.44138}",[],$$$,"{'address1': '11 E Washington St', 'address2': '', 'address3': '', 'city': 'Lexington', 'zip_code': '24450', 'country': 'US', 'state': 'VA', 'display_address': ['11 E Washington St', 'Lexington, VA 24450']}",,,24251.963934652948
F5axAhhb9N62diGNFzhHJg,byers-street-bistro-staunton,Byers Street Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/6f8YKY2WHiQaTWHFY2YbTA/o.jpg,False,https://www.yelp.com/biz/byers-street-bistro-staunton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,323,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.5,"{'latitude': 38.1474173069, 'longitude': -79.0738941729069}",['delivery'],$$,"{'address1': '18 Byers St', 'address2': '', 'address3': '', 'city': 'Staunton', 'zip_code': '24401', 'country': 'US', 'state': 'VA', 'display_address': ['18 Byers St', 'Staunton, VA 24401']}",+15408876100,(540) 887-6100,34415.00699412742
hkhQw-s2viI-Q7vJgBC5LQ,jimmy-madisons-harrisonburg,Jimmy Madison's,https://s3-media4.fl.yelpcdn.com/bphoto/cXH4Bc-waS_hq_g7xNdUOw/o.jpg,False,https://www.yelp.com/biz/jimmy-madisons-harrisonburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,321,"[{'alias': 'southern', 'title': 'Southern'}]",4.0,"{'latitude': 38.4481430053711, 'longitude': -78.8692016601562}","['pickup', 'delivery']",$$,"{'address1': '121 S Main St', 'address2': '', 'address3': '', 'city': 'Harrisonburg', 'zip_code': '22801', 'country': 'US', 'state': 'VA', 'display_address': ['121 S Main St', 'Harrisonburg, VA 22801']}",+15404321000,(540) 432-1000,69126.41074813525
kGOraAQJ_r9_MXqnsrzsxw,local-chop-and-grill-house-harrisonburg,Local Chop & Grill House,https://s3-media1.fl.yelpcdn.com/bphoto/Lf2X-8grrda8UP8MD2yCmA/o.jpg,False,https://www.yelp.com/biz/local-chop-and-grill-house-harrisonburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,314,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 38.454050154597, 'longitude': -78.868198513828}",['delivery'],$$$,"{'address1': '56 W Gay St', 'address2': None, 'address3': None, 'city': 'Harrisonburg', 'zip_code': '22802', 'country': 'US', 'state': 'VA', 'display_address': ['56 W Gay St', 'Harrisonburg, VA 22802']}",+15408010505,(540) 801-0505,69654.88718000414
byH-rNF5-1Iu4MN935DEfg,foothill-mommas-bbq-juke-joint-lexington,Foothill Momma's BBQ Juke Joint,https://s3-media2.fl.yelpcdn.com/bphoto/xq_PLlnxlqefcI_wRuVGPA/o.jpg,False,https://www.yelp.com/biz/foothill-mommas-bbq-juke-joint-lexington?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,313,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'southern', 'title': 'Southern'}]",4.5,"{'latitude': 37.773991686175, 'longitude': -79.4314836983513}",[],$$,"{'address1': '141 E Midland Trl', 'address2': None, 'address3': '', 'city': 'Lexington', 'zip_code': '24450', 'country': 'US', 'state': 'VA', 'display_address': ['141 E Midland Trl', 'Lexington, VA 24450']}",+15404641984,(540) 464-1984,25366.738094305925
fDPTUyya78A5HoMem-SOPg,the-green-leaf-grill-waynesboro,The Green Leaf Grill,https://s3-media1.fl.yelpcdn.com/bphoto/awn5foVgakzMNf1Dl-6E8A/o.jpg,False,https://www.yelp.com/biz/the-green-leaf-grill-waynesboro?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,310,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 38.068724, 'longitude': -78.888959}","['pickup', 'delivery']",$$,"{'address1': '415 W Main St', 'address2': '', 'address3': '', 'city': 'Waynesboro', 'zip_code': '22980', 'country': 'US', 'state': 'VA', 'display_address': ['415 W Main St', 'Waynesboro, VA 22980']}",+15409494416,(540) 949-4416,47112.132214928984
trqMCI3AU_hWq9XrgBPwpA,market-at-main-lynchburg,Market At Main,https://s3-media4.fl.yelpcdn.com/bphoto/i1-by7k-wJjwPXDDz-e-IA/o.jpg,False,https://www.yelp.com/biz/market-at-main-lynchburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,309,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 37.4147796630859, 'longitude': -79.1418304443359}","['pickup', 'delivery']",$$,"{'address1': '904 Main St', 'address2': '', 'address3': '', 'city': 'Lynchburg', 'zip_code': '24504', 'country': 'US', 'state': 'VA', 'display_address': ['904 Main St', 'Lynchburg, VA 24504']}",+14348479040,(434) 847-9040,69729.74966256112
-Ya6G0zIDGv-IV9x_ULP2A,my-dog-dukes-diner-lynchburg,My Dog Duke's Diner,https://s3-media3.fl.yelpcdn.com/bphoto/EdQgKi29etV-4aCIOAhQnw/o.jpg,False,https://www.yelp.com/biz/my-dog-dukes-diner-lynchburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,302,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}]",4.5,"{'latitude': 37.4143820880554, 'longitude': -79.1405065556153}",['delivery'],$$,"{'address1': '1007 Commerce St', 'address2': '', 'address3': None, 'city': 'Lynchburg', 'zip_code': '24504', 'country': 'US', 'state': 'VA', 'display_address': ['1007 Commerce St', 'Lynchburg, VA 24504']}",+14348498868,(434) 849-8868,69812.32956489387
2larg8Lie-61YP6vg57QkA,mrs-rowes-family-restaurant-staunton,Mrs. Rowe's Family Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/xNjii_YqRJlwfS1NJdhN8g/o.jpg,False,https://www.yelp.com/biz/mrs-rowes-family-restaurant-staunton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,297,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,"{'latitude': 38.1255187988281, 'longitude': -79.0338745117188}",['delivery'],$$,"{'address1': '74 Rowe Rd', 'address2': '', 'address3': '', 'city': 'Staunton', 'zip_code': '24401', 'country': 'US', 'state': 'VA', 'display_address': ['74 Rowe Rd', 'Staunton, VA 24401']}",+15408861833,(540) 886-1833,36498.06155358243
